20100104,-1.0
20100105,-1.0
20100106,-1.0
20100107,-1.0
20100108,-1.0
20100111,-1.0
20100112,-1.0
20100113,-1.0
20100114,-1.0
20100115,-1.0
20100118,-1.0
20100119,-1.0
20100120,-1.0
20100121,-1.0
20100122,-1.0
20100125,-1.0
20100126,-1.0
20100127,-1.0
20100128,-1.0
20100129,-1.0
20100201,-1.0
20100202,-1.0
20100203,-1.0
20100204,-1.0
20100205,-1.0
20100208,-1.0
20100209,-1.0
20100210,-1.0
20100211,-1.0
20100212,-1.0
20100222,-1.0
20100223,-1.0
20100224,-1.0
20100225,-1.0
20100226,-1.0
20100301,-1.0
20100302,-1.0
20100303,-1.0
20100304,-1.0
20100305,-1.0
20100308,-1.0
20100309,-1.0
20100310,-1.0
20100311,-1.0
20100312,-1.0
20100315,-1.0
20100316,-1.0
20100317,-1.0
20100318,-1.0
20100319,-1.0
20100322,-1.0
20100323,-1.0
20100324,-1.0
20100325,-1.0
20100326,-1.0
20100329,-1.0
20100330,-1.0
20100331,-1.0
20100401,-1.0
20100402,-1.0
20100406,-1.0
20100407,-1.0
20100408,-1.0
20100409,-1.0
20100412,-1.0
20100413,-1.0
20100414,-1.0
20100415,-1.0
20100416,-1.0
20100419,-1.0
20100420,-1.0
20100421,-1.0
20100422,-1.0
20100423,-1.0
20100426,-1.0
20100427,-1.0
20100428,-1.0
20100429,-1.0
20100430,-1.0
20100504,-1.0
20100505,-1.0
20100506,-1.0
20100507,-1.0
20100510,-1.0
20100511,-1.0
20100512,-1.0
20100513,-1.0
20100514,-1.0
20100517,-1.0
20100518,-1.0
20100519,-1.0
20100520,-1.0
20100521,-1.0
20100524,-1.0
20100525,-1.0
20100526,-1.0
20100527,-1.0
20100528,-1.0
20100531,-1.0
20100601,-1.0
20100602,-1.0
20100603,-1.0
20100604,-1.0
20100607,-1.0
20100608,-1.0
20100609,-1.0
20100610,-1.0
20100611,-1.0
20100617,-1.0
20100618,-1.0
20100621,-1.0
20100622,-1.0
20100623,-1.0
20100624,-1.0
20100625,-1.0
20100628,-1.0
20100629,-1.0
20100630,-1.0
20100701,-1.0
20100702,-1.0
20100705,-1.0
20100706,-1.0
20100707,-1.0
20100708,-1.0
20100709,-1.0
20100712,-1.0
20100713,-1.0
20100714,-1.0
20100715,-1.0
20100716,-1.0
20100719,-1.0
20100720,-1.0
20100721,-1.0
20100722,-1.0
20100723,-1.0
20100726,-1.0
20100727,-1.0
20100728,-1.0
20100729,-1.0
20100730,-1.0
20100802,-1.0
20100803,-1.0
20100804,-1.0
20100805,-1.0
20100806,-1.0
20100809,-1.0
20100810,-1.0
20100811,-1.0
20100812,-1.0
20100813,-1.0
20100816,-1.0
20100817,-1.0
20100818,-1.0
20100819,-1.0
20100820,-1.0
20100823,-1.0
20100824,-1.0
20100825,-1.0
20100826,-1.0
20100827,-1.0
20100830,-1.0
20100831,-1.0
20100901,-1.0
20100902,-1.0
20100903,-1.0
20100906,-1.0
20100907,-1.0
20100908,-1.0
20100909,-1.0
20100910,-1.0
20100913,-1.0
20100914,-1.0
20100915,-1.0
20100916,-1.0
20100917,-1.0
20100920,-1.0
20100921,-1.0
20100927,-1.0
20100928,-1.0
20100929,-1.0
20100930,-1.0
20101008,-1.0
20101011,-1.0
20101012,-1.0
20101013,-1.0
20101014,-1.0
20101015,-1.0
20101018,-1.0
20101019,-1.0
20101020,-1.0
20101021,-1.0
20101022,-1.0
20101025,-1.0
20101026,-1.0
20101027,-1.0
20101028,1.0
20101029,1.0
20101101,1.0
20101102,1.0
20101103,1.0
20101104,1.0
20101105,1.0
20101108,1.0
20101109,1.0
20101110,1.0
20101111,1.0
20101112,1.0
20101115,1.0
20101116,1.0
20101117,1.0
20101118,1.0
20101119,1.0
20101122,1.0
20101123,1.0
20101124,1.0
20101125,1.0
20101126,1.0
20101129,1.0
20101130,1.0
20101201,1.0
20101202,1.0
20101203,1.0
20101206,1.0
20101207,-1.0
20101208,-1.0
20101209,-1.0
20101210,-1.0
20101213,-1.0
20101214,-1.0
20101215,-1.0
20101216,-1.0
20101217,-1.0
20101220,-1.0
20101221,-1.0
20101222,-1.0
20101223,-1.0
20101224,-1.0
20101227,-1.0
20101228,-1.0
20101229,-1.0
20101230,-1.0
20101231,-1.0
20110104,-1.0
20110105,-1.0
20110106,-1.0
20110107,-1.0
20110110,-1.0
20110111,-1.0
20110112,-1.0
20110113,-1.0
20110114,-1.0
20110117,-1.0
20110118,-1.0
20110119,-1.0
20110120,-1.0
20110121,-1.0
20110124,-1.0
20110125,-1.0
20110126,-1.0
20110127,-1.0
20110128,-1.0
20110131,-1.0
20110201,-1.0
20110209,-1.0
20110210,-1.0
20110211,-1.0
20110214,-1.0
20110215,-1.0
20110216,-1.0
20110217,-1.0
20110218,-1.0
20110221,-1.0
20110222,-1.0
20110223,-1.0
20110224,-1.0
20110225,-1.0
20110228,-1.0
20110301,-1.0
20110302,-1.0
20110303,-1.0
20110304,-1.0
20110307,-1.0
20110308,-1.0
20110309,-1.0
20110310,-1.0
20110311,-1.0
20110314,-1.0
20110315,-1.0
20110316,-1.0
20110317,-1.0
20110318,-1.0
20110321,-1.0
20110322,-1.0
20110323,-1.0
20110324,-1.0
20110325,-1.0
20110328,-1.0
20110329,-1.0
20110330,-1.0
20110331,-1.0
20110401,-1.0
20110406,-1.0
20110407,-1.0
20110408,-1.0
20110411,-1.0
20110412,-1.0
20110413,-1.0
20110414,-1.0
20110415,-1.0
20110418,-1.0
20110419,-1.0
20110420,-1.0
20110421,-1.0
20110422,-1.0
20110425,-1.0
20110426,-1.0
20110427,-1.0
20110428,-1.0
20110429,-1.0
20110503,-1.0
20110504,-1.0
20110505,-1.0
20110506,-1.0
20110509,-1.0
20110510,-1.0
20110511,-1.0
20110512,-1.0
20110513,-1.0
20110516,-1.0
20110517,-1.0
20110518,-1.0
20110519,-1.0
20110520,-1.0
20110523,-1.0
20110524,-1.0
20110525,-1.0
20110526,-1.0
20110527,-1.0
20110530,-1.0
20110531,-1.0
20110601,-1.0
20110602,-1.0
20110603,-1.0
20110607,-1.0
20110608,-1.0
20110609,-1.0
20110610,-1.0
20110613,-1.0
20110614,-1.0
20110615,-1.0
20110616,-1.0
20110617,-1.0
20110620,-1.0
20110621,-1.0
20110622,-1.0
20110623,-1.0
20110624,-1.0
20110627,-1.0
20110628,-1.0
20110629,-1.0
20110630,-1.0
20110701,-1.0
20110704,-1.0
20110705,-1.0
20110706,-1.0
20110707,-1.0
20110708,-1.0
20110711,-1.0
20110712,-1.0
20110713,-1.0
20110714,-1.0
20110715,-1.0
20110718,-1.0
20110719,-1.0
20110720,-1.0
20110721,-1.0
20110722,-1.0
20110725,-1.0
20110726,-1.0
20110727,-1.0
20110728,-1.0
20110729,-1.0
20110801,-1.0
20110802,-1.0
